Date,Total Profit,Value
2003-06-26,"(-4219012.910700001, ['BUY', nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'SELL', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, 'BUY', nan, nan], ['BON', 'CLZ', 'KCN', 'SMZ', 'SX'])",-4219012.910700001
2003-06-27,"(-4293124.283800001, ['SELL', nan, nan, nan, 'SELL', nan, nan, nan, nan, 'BUY', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'SELL', nan, nan, 'SELL', nan, nan], ['BON', 'CLZ', 'DXZ', 'KCN', 'SMZ', 'SX'])",-4293124.283800001
2003-06-30,"(-4293152.121300001, [nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ'])",-4293152.121300001
2003-07-01,"(-4292432.786300001, [nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ'])",-4292432.786300001
2003-07-02,"(-4292322.061300001, [nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ'])",-4292322.061300001
2003-07-03,"(-4292393.1913, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'SELL', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ'])",-4292393.1913
2003-07-07,"(-4292663.093800001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'SIZ'])",-4292663.093800001
2003-07-08,"(-4291978.0688000005, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'SIZ'])",-4291978.0688000005
2003-07-09,"(-4289904.281300001, [nan, nan, nan, nan, nan, 'HOLD', nan, 'BUY', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'CTN', 'DXZ', 'SIZ'])",-4289904.281300001
2003-07-10,"(-4289750.718800001, [nan, nan, nan, nan, nan, 'HOLD', nan, 'BUY', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'CTN', 'DXZ', 'SIZ'])",-4289750.718800001
2003-07-11,"(-4289137.5063000005, [nan, nan, nan, nan, nan, 'HOLD', nan, 'BUY', 'BUY', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'CTN', 'CTZ', 'DXZ', 'SIZ'])",-4289137.5063000005
2003-07-14,"(-4231038.8338, [nan, nan, nan, nan, nan, 'HOLD', nan, 'HOLD', 'BUY', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan], ['CLZ', 'CTN', 'CTZ', 'DXZ', 'SIZ'])",-4231038.8338
2003-07-15,"(-4230938.1397, [nan, nan, nan, nan, nan, 'HOLD', nan, 'HOLD', 'BUY', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', 'HOLD', nan, nan, nan, nan, nan, nan], ['CLZ', 'CTN', 'CTZ', 'DXZ', 'SBV', 'SIZ'])",-4230938.1397
2003-07-16,"(-4236051.171900001, [nan, nan, 'SELL', nan, nan, 'HOLD', nan, 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'SELL', nan, nan, 'BUY', 'SELL', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'CTN', 'CTZ', 'DXZ', 'LHN', 'SBV', 'SIZ'])",-4236051.171900001
2003-07-17,"(-4239064.6616, [nan, nan, 'HOLD', nan, nan, 'HOLD', nan, 'SELL', 'SELL', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'CTN', 'CTZ', 'DXZ', 'LHN', 'SBV'])",-4239064.6616
2003-07-18,"(-4236955.061600001, [nan, nan, 'HOLD', nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'DXZ', 'LHN', 'SBV'])",-4236955.061600001
2003-07-21,"(-4237305.4741, [nan, nan, 'HOLD', nan, nan, 'HOLD', nan, 'BUY', 'BUY', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'CTN', 'CTZ', 'DXZ', 'LHN', 'SBV', 'SIZ'])",-4237305.4741
2003-07-22,"(-4239512.699100001, [nan, nan, 'HOLD', nan, nan, 'HOLD', nan, 'SELL', 'SELL', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'SELL', nan, 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'CTN', 'CTZ', 'DXZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4239512.699100001
2003-07-23,"(-4241628.336600001, [nan, nan, 'HOLD', nan, nan, 'SELL', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'DXZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4241628.336600001
2003-07-24,"(-4243153.886600001, [nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'SELL', 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CCN', 'DXZ', 'GCZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4243153.886600001
2003-07-25,"(-4243627.311600001, [nan, nan, 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'GCZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4243627.311600001
2003-07-28,"(-4240993.881600001, [nan, nan, 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'GCZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4240993.881600001
2003-07-29,"(-4241373.951600001, [nan, nan, 'HOLD', nan, nan, 'SELL', nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'GCZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4241373.951600001
2003-07-30,"(-4244100.511600001, [nan, nan, 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'GCZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4244100.511600001
2003-07-31,"(-4244714.8385000015, [nan, nan, 'BUY', nan, nan, 'BUY', nan, nan, nan, nan, 'BUY', 'SELL', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CCN', 'CLZ', 'DXZ', 'GCZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4244714.8385000015
2003-08-01,"(-4244448.028500001, [nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4244448.028500001
2003-08-04,"(-4247149.8985, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'HOLD', nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4247149.8985
2003-08-05,"(-4244071.5235, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', 'SELL', nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'LHN', 'LHZ', 'SBV', 'SIZ'])",-4244071.5235
2003-08-06,"(-4246861.723500001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'LHN', 'LHZ', 'SBV'])",-4246861.723500001
2003-08-07,"(-4247983.223500001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, 'BUY', nan, nan, 'HOLD', 'BUY', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'KWZ', 'LHN', 'LHZ', 'SBV'])",-4247983.223500001
2003-08-08,"(-4249858.267000001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'SELL', nan, nan, nan, nan, nan, 'BUY', nan, nan, 'HOLD', nan, nan, 'SELL', 'BUY', nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'KWZ', 'LHN', 'SBV', 'SIZ'])",-4249858.267000001
2003-08-11,"(-4250334.708200001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'BUY', 'BUY', nan, nan, nan, 'BUY', 'BUY', nan, nan, 'BUY', nan, nan, nan, 'SELL', nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'SIZ'])",-4250334.708200001
2003-08-12,"(-4249400.628200001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'SELL', 'BUY', nan, nan, nan, 'BUY', 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan], ['CLZ', 'DXZ', 'GCZ', 'KWN', 'KWZ'])",-4249400.628200001
2003-08-13,"(-4253478.088200001, [nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'BUY', 'BUY', nan, nan, nan, 'BUY', 'HOLD', nan, nan, 'SELL', 'SELL', nan, nan, nan, nan, 'BUY', nan, 'BUY', nan, nan], ['CLZ', 'DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'LHZ', 'SMZ', 'SX'])",-4253478.088200001
2003-08-14,"(-4261488.135700001, [nan, nan, nan, nan, nan, 'SELL', nan, nan, nan, nan, 'BUY', 'HOLD', nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, 'BUY', nan, 'BUY', nan, 'BUY', nan, nan], ['CLZ', 'DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'LHZ', 'SIZ', 'SMZ', 'SX'])",-4261488.135700001
2003-08-15,"(-4222098.475700001, [nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', 'HOLD', nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, 'BUY', nan, 'BUY', nan, 'BUY', nan, nan], ['DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'LHZ', 'SIZ', 'SMZ', 'SX'])",-4222098.475700001
2003-08-18,"(-3759375.7007, [nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, 'SELL', nan, 'HOLD', 'BUY', 'HOLD', nan, 'BUY'], ['DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'LHZ', 'SIZ', 'SMZ', 'SN', 'SX', 'WZ'])",-3759375.7007
2003-08-19,"(-3303699.3507000003, [nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'SELL', nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, nan, nan, 'SELL', 'SELL', 'SELL', nan, 'BUY'], ['DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'LHZ', 'SMZ', 'SN', 'SX', 'WZ'])",-3303699.3507000003
2003-08-20,"(-3307206.7169, [nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'BUY', nan, nan, nan, 'SELL', 'HOLD', nan, nan, 'BUY', 'BUY', nan, nan, 'BUY', nan, 'BUY', 'BUY', 'BUY', nan, 'BUY'], ['DXZ', 'GCZ', 'KWN', 'KWZ', 'LHN', 'LHZ', 'SIZ', 'SMZ', 'SN', 'SX', 'WZ'])",-3307206.7169
2003-08-21,"(-3224974.9444, [nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, nan, 'HOLD', 'BUY', nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, 'BUY', nan, 'BUY', 'BUY', 'SELL', nan, 'HOLD'], ['CLZ', 'DXZ', 'GCZ', 'KWZ', 'SIZ', 'SMZ', 'SN', 'SX', 'WZ'])",-3224974.9444
2003-08-22,"(-3257910.177, [nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, 'BUY', 'HOLD', 'SELL', nan, nan, nan, nan, 'SELL', nan, nan, 'SELL', nan, nan, nan, 'SELL', nan, 'BUY', 'BUY', nan, nan, 'SELL'], ['CLZ', 'CZ', 'DXZ', 'GCZ', 'KWZ', 'LHN', 'SIZ', 'SMZ', 'SN', 'WZ'])",-3257910.177
2003-08-25,"(-3265566.2857000004, [nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, 'BUY', 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, 'BUY', nan, 'HOLD', 'HOLD', nan, nan, nan], ['CLZ', 'CZ', 'DXZ', 'GCZ', 'LHN', 'SIZ', 'SMZ', 'SN'])",-3265566.2857000004
2003-08-26,"(-3397019.8758, ['BUY', nan, nan, nan, nan, 'HOLD', nan, nan, 'BUY', 'HOLD', 'SELL', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, 'HOLD', 'HOLD', nan, nan, nan], ['BON', 'CLZ', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMZ', 'SN'])",-3397019.8758
2003-08-27,"(-3324700.6033, ['BUY', nan, nan, nan, nan, 'HOLD', nan, nan, 'HOLD', 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', 'BUY', 'HOLD', 'HOLD', 'BUY', nan, nan], ['BON', 'CLZ', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMN', 'SMZ', 'SN', 'SX'])",-3324700.6033
2003-08-28,"(-3245505.7433, ['BUY', nan, nan, nan, nan, 'SELL', nan, nan, 'HOLD', 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'BUY', 'HOLD', 'HOLD', 'BUY', nan, nan], ['BON', 'CLZ', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMN', 'SMZ', 'SN', 'SX'])",-3245505.7433
2003-08-29,"(-3153208.5958000002, ['HOLD', nan, nan, nan, nan, 'BUY', nan, nan, nan, 'HOLD', 'HOLD', 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'BUY', 'HOLD', 'HOLD', 'BUY', nan, nan], ['BON', 'CLZ', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMN', 'SMZ', 'SN', 'SX'])",-3153208.5958000002
2003-09-02,"(-3516177.3933, ['HOLD', nan, nan, nan, nan, 'BUY', nan, nan, nan, 'HOLD', 'SELL', 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', nan, nan], ['BON', 'CLZ', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMN', 'SMZ', 'SN', 'SX'])",-3516177.3933
2003-09-03,"(-3750911.8908, ['HOLD', nan, nan, nan, nan, 'SELL', nan, nan, nan, 'HOLD', 'BUY', 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'SELL', 'SELL', 'SELL', 'SELL', 'SELL', nan, nan], ['BON', 'CLZ', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMN', 'SMZ', 'SN', 'SX'])",-3750911.8908
2003-09-04,"(-3752159.6758000003, ['HOLD', nan, nan, nan, 'SELL', nan, nan, nan, nan, 'HOLD', 'BUY', 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, 'BUY', nan, nan], ['BON', 'CLN', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SX'])",-3752159.6758000003
2003-09-05,"(-3719209.8345000003, ['HOLD', nan, nan, 'BUY', 'HOLD', nan, nan, nan, nan, 'HOLD', 'SELL', 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'SELL', nan, 'BUY', nan, 'BUY', nan, nan], ['BON', 'CCZ', 'CLN', 'CZ', 'DXZ', 'GCZ', 'SIZ', 'SMZ', 'SX'])",-3719209.8345000003
2003-09-08,"(-3704835.4708000002, ['HOLD', nan, nan, 'BUY', 'HOLD', nan, nan, nan, nan, 'HOLD', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, 'BUY', nan, 'BUY', nan, nan], ['BON', 'CCZ', 'CLN', 'CZ', 'GCZ', 'SIZ', 'SMZ', 'SX'])",-3704835.4708000002
2003-09-09,"(-3574689.5214, ['HOLD', nan, nan, 'BUY', 'HOLD', nan, nan, nan, nan, 'HOLD', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, 'BUY', nan, 'HOLD', nan, nan], ['BON', 'CCZ', 'CLN', 'CZ', 'GCZ', 'SIZ', 'SMZ', 'SX'])",-3574689.5214
2003-09-10,"(-3607612.5401000003, ['HOLD', nan, nan, 'SELL', 'HOLD', nan, nan, nan, nan, 'HOLD', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, 'HOLD', nan, 'HOLD', nan, nan], ['BON', 'CCZ', 'CLN', 'CZ', 'GCZ', 'SIZ', 'SMZ', 'SX'])",-3607612.5401000003
2003-09-11,"(-3317210.0401000003, ['HOLD', nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, 'HOLD', nan, 'HOLD', nan, nan], ['BON', 'CLN', 'CZ', 'GCZ', 'SIZ', 'SMZ', 'SX'])",-3317210.0401000003
2003-09-12,"(-3210752.5273, ['HOLD', 'BUY', nan, nan, 'HOLD', nan, nan, nan, nan, 'SELL', nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, 'HOLD', nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CLN', 'CZ', 'GCZ', 'SIZ', 'SMZ', 'SX'])",-3210752.5273
2003-09-15,"(-3271442.6823, ['HOLD', 'BUY', nan, nan, 'HOLD', nan, nan, nan, 'BUY', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'SELL', nan, nan, nan, 'HOLD', 'BUY', 'HOLD', nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CLN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-3271442.6823
2003-09-16,"(-3394358.2753000003, ['HOLD', 'BUY', 'SELL', nan, 'HOLD', nan, nan, nan, 'BUY', nan, nan, 'SELL', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'HOLD', 'BUY', 'HOLD', nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-3394358.2753000003
2003-09-17,"(-3297145.5553, ['HOLD', 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, 'BUY', 'BUY', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'HOLD', 'SELL', 'SELL', nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTN', 'CTZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-3297145.5553
2003-09-18,"(-3149603.1328000003, ['HOLD', 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, 'BUY', 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'HOLD', 'BUY', nan, nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SX'])",-3149603.1328000003
2003-09-19,"(-2985713.4128, ['HOLD', 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, 'BUY', 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'HOLD', 'SELL', 'BUY', nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-2985713.4128
2003-09-22,"(-2784635.5228000004, ['HOLD', 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'BUY', nan, nan, nan, 'HOLD', 'BUY', 'BUY', nan, 'HOLD', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-2784635.5228000004
2003-09-23,"(-1854412.5478, ['HOLD', 'HOLD', 'HOLD', nan, 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'SELL', nan, nan, nan, 'HOLD', 'BUY', 'BUY', nan, 'SELL', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-1854412.5478
2003-09-24,"(-1853470.2608999999, ['HOLD', 'HOLD', 'BUY', nan, 'HOLD', nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'HOLD', 'BUY', 'HOLD', nan, 'BUY', nan, nan], ['BON', 'BOZ', 'CCN', 'CLN', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-1853470.2608999999
2003-09-25,"(-1846330.1659000001, ['HOLD', 'HOLD', nan, nan, 'BUY', nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'HOLD', 'HOLD', 'HOLD', nan, 'BUY', nan, nan], ['BON', 'BOZ', 'CLN', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SX'])",-1846330.1659000001
2003-09-26,"(-1832244.1534, ['HOLD', 'HOLD', nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'HOLD', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, 'SELL', 'HOLD', 'HOLD', 'BUY', 'BUY', nan, nan], ['BON', 'BOZ', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SIZ', 'SMN', 'SMZ', 'SN', 'SX'])",-1832244.1534
2003-09-29,"(-1399812.6433999997, ['HOLD', 'HOLD', nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'SELL', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', 'HOLD', 'BUY', 'HOLD', nan, nan], ['BON', 'BOZ', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SMN', 'SMZ', 'SN', 'SX'])",-1399812.6433999997
2003-09-30,"(-872120.8233999999, ['HOLD', 'HOLD', nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', nan, nan, nan, nan, 'HOLD', 'HOLD', 'BUY', 'SELL', nan, nan], ['BON', 'BOZ', 'CTN', 'CTZ', 'GCZ', 'LHN', 'SMN', 'SMZ', 'SN', 'SX'])",-872120.8233999999
2003-10-01,"(-726450.7933999998, ['HOLD', 'HOLD', nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'SELL', nan, nan, nan, 'HOLD', 'HOLD', 'HOLD', nan, nan, nan], ['BON', 'BOZ', 'CTN', 'CTZ', 'GCZ', 'LHN', 'LHZ', 'SMN', 'SMZ', 'SN'])",-726450.7933999998
2003-10-02,"(-359105.8033999999, ['HOLD', 'HOLD', nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, 'BUY', nan, nan, nan, nan, nan, nan, nan, 'HOLD', 'HOLD', nan, nan, nan, 'HOLD', 'HOLD', 'SELL', nan, nan, nan], ['BON', 'BOZ', 'CTN', 'CTZ', 'GCZ', 'LHN', 'LHZ', 'SMN', 'SMZ', 'SN'])",-359105.8033999999
2003-10-03,"(-366198.7984, ['HOLD', 'HOLD', nan, nan, nan, 'BUY', nan, 'HOLD', 'HOLD', nan, nan, 'SELL', nan, nan, nan, nan, nan, nan, nan, 'BUY', 'HOLD', nan, nan, nan, 'HOLD', 'HOLD', nan, nan, nan, nan], ['BON', 'BOZ', 'CLZ', 'CTN', 'CTZ', 'GCZ', 'LHN', 'LHZ', 'SMN', 'SMZ'])",-366198.7984
