Date,Total Profit,Contract Codes,Contract Code
2000-05-08,0.0,[],
2000-05-09,0.0,[],
2000-05-10,0.0,[],
2000-05-11,0.0,[],
2000-05-12,0.0,[],
2000-05-15,0.0,[],
2000-05-16,0.0,[],
2000-05-17,0.0,[],
2000-05-18,0.0,[],
2000-05-19,0.0,[],
2000-05-22,0.0,[],
2000-05-23,0.0,[],
2000-05-24,0.0,[],
2000-05-25,0.0,[],
2000-05-26,0.0,[],
2000-05-30,0.0,[],
2000-05-31,0.0,[],
2000-06-01,0.0,[],
2000-06-02,0.0,[],
2000-06-05,0.0,[],
2000-06-06,0.0,[],
2000-06-07,0.0,[],
2000-06-08,0.0,[],
2000-06-09,0.0,[],
2000-06-12,0.0,[],
2000-06-13,0.0,[],
2000-06-14,0.0,[],
2000-06-15,0.0,[],
2000-06-16,0.0,[],
2000-06-19,0.0,[],
2000-06-20,0.0,[],
2000-06-21,0.0,[],
2000-06-22,0.0,[],
2000-06-23,0.0,[],
2000-06-26,0.0,[],
2000-06-27,0.0,[],
2000-06-28,0.0,[],
2000-06-29,0.0,[],
2000-06-30,0.0,[],
2000-07-03,0.0,[],
2000-07-05,0.0,[],
2000-07-06,0.0,[],
2000-07-07,0.0,[],
2000-07-10,0.0,[],
2000-07-11,0.0,[],
2000-07-12,0.0,[],
2000-07-13,0.0,[],
2000-07-14,0.0,[],
2000-07-17,0.0,[],
2000-07-18,0.0,[],
2000-07-19,0.0,[],
2000-07-20,0.0,[],
2000-07-21,0.0,[],
2000-07-24,0.0,[],
2000-07-25,0.0,[],
2000-07-26,0.0,[],
2000-07-27,0.0,[],
2000-07-28,0.0,[],
2000-07-31,0.0,[],
2000-08-01,0.0,[],
2000-08-02,0.0,[],
2000-08-03,0.0,[],
2000-08-04,0.0,[],
2000-08-07,0.0,[],
2000-08-08,0.0,[],
2000-08-09,0.0,[],
2000-08-10,0.0,[],
2000-08-11,0.0,[],
2000-08-14,0.0,[],
2000-08-15,0.0,[],
2000-08-16,0.0,[],
2000-08-17,0.0,[],
2000-08-18,0.0,[],
2000-08-21,0.0,[],
2000-08-22,0.0,[],
2000-08-23,0.0,[],
2000-08-24,0.0,[],
2000-08-25,0.0,[],
2000-08-28,0.0,[],
2000-08-29,0.0,[],
2000-08-30,0.0,[],
2000-08-31,0.0,[],
2000-09-01,-17.322,['BON'],BON
2000-09-05,-112.707,['BON'],BON
2000-09-06,-867.996,['BON'],BON
2000-09-07,-1009.503,['BON'],BON
2000-09-08,-1009.503,[],
2000-09-11,-1014.807,['BON'],BON
2000-09-12,-1014.072,['BON'],BON
2000-09-13,-1223.352,['BON'],BON
2000-09-14,-2303.352,['BON'],BON
2000-09-15,-2264.859,['BON'],BON
2000-09-18,-2264.859,[],
2000-09-19,-2264.859,[],
2000-09-20,-2264.859,[],
2000-09-21,-2264.859,[],
2000-09-22,-2264.859,[],
2000-09-25,-2264.859,[],
2000-09-26,-2264.859,[],
2000-09-27,-2264.859,[],
2000-09-28,-2264.859,[],
2000-09-29,-2264.859,[],
2000-10-02,-2264.859,[],
2000-10-03,-2264.859,[],
2000-10-04,-2264.859,[],
2000-10-05,-2264.859,[],
2000-10-06,-2264.859,[],
2000-10-09,-2264.859,[],
2000-10-10,-2264.859,[],
2000-10-11,-2264.859,[],
2000-10-12,-2264.859,[],
2000-10-13,-2264.859,[],
2000-10-16,-2264.859,[],
2000-10-17,-2264.859,[],
2000-10-18,-2264.859,[],
2000-10-19,-2264.859,[],
2000-10-20,-2264.859,[],
2000-10-23,-2264.859,[],
2000-10-24,-2264.859,[],
2000-10-25,-2264.859,[],
2000-10-26,-2264.859,[],
2000-10-27,-2264.859,[],
2000-10-30,-2264.859,[],
2000-10-31,-2264.859,[],
2000-11-01,-2264.859,[],
2000-11-02,-2264.859,[],
2000-11-03,-2264.859,[],
2000-11-06,-2264.859,[],
2000-11-07,-2264.859,[],
2000-11-08,-2264.859,[],
2000-11-09,-2264.859,[],
2000-11-10,-2264.859,[],
2000-11-13,-2264.859,[],
2000-11-14,-2264.859,[],
2000-11-15,-2264.859,[],
2000-11-16,-2359.869,['BON'],BON
2000-11-17,-2316.84,['BON'],BON
2000-11-20,-2579.841,['BON'],BON
2000-11-21,-2486.727,['BON'],BON
2000-11-22,-2515.686,['BON'],BON
2000-11-24,-2454.666,['BON'],BON
2000-11-27,-2454.666,[],
2000-11-28,-2454.666,[],
2000-11-29,-2454.666,[],
2000-11-30,-2454.666,[],
2000-12-01,83.55,['CTZ'],CTZ
2000-12-04,317.075,['CTZ'],CTZ
2000-12-05,300.6,['CTZ'],CTZ
2000-12-06,750.6,['CTZ'],CTZ
2000-12-07,-149.4,['CTZ'],CTZ
2000-12-08,-599.4,['CTZ'],CTZ
2000-12-11,-1289.4,['CTZ'],CTZ
2000-12-12,-1893.3,['CTZ'],CTZ
2000-12-13,-2454.666,[],
2000-12-14,-2454.666,[],
2000-12-15,-2454.666,[],
2000-12-18,-2454.666,[],
2000-12-19,-2454.666,[],
2000-12-20,-2454.666,[],
2000-12-21,-2454.666,[],
2000-12-22,-2454.666,[],
2000-12-26,-2454.666,[],
2000-12-27,-2454.666,[],
2000-12-28,-2454.666,[],
2000-12-29,-2454.666,[],
2001-01-02,-2454.666,[],
2001-01-03,-2454.666,[],
2001-01-04,-2454.666,[],
2001-01-05,-2454.666,[],
2001-01-08,-2454.666,[],
2001-01-09,-2454.666,[],
2001-01-10,-2454.666,[],
2001-01-11,-2454.666,[],
2001-01-12,-2454.666,[],
2001-01-16,-2454.666,[],
2001-01-17,-2454.666,[],
2001-01-18,-2454.666,[],
2001-01-19,-2454.666,[],
2001-01-22,-2454.666,[],
2001-01-23,-2454.666,[],
2001-01-24,-2454.666,[],
2001-01-25,-2454.666,[],
2001-01-26,-2454.666,[],
2001-01-29,-2454.666,[],
2001-01-30,-2454.666,[],
2001-01-31,-2454.666,[],
2001-02-01,-2454.666,[],
2001-02-02,-2454.666,[],
2001-02-05,-2454.666,[],
2001-02-06,-2454.666,[],
2001-02-07,-2549.379,['BON'],BON
2001-02-08,-2548.05,['BON'],BON
2001-02-09,-2548.05,[],
2001-02-12,-2548.05,[],
2001-02-13,-2548.05,[],
2001-02-14,-2548.05,[],
2001-02-15,-2548.05,[],
2001-02-16,-2548.05,[],
2001-02-20,-2548.05,[],
2001-02-21,-2548.05,[],
2001-02-22,-2548.05,[],
2001-02-23,-2548.05,[],
2001-02-26,-2548.05,[],
2001-02-27,-2548.05,[],
2001-02-28,-2126.721,['BON'],BON
2001-03-01,-1885.626,['BON'],BON
2001-03-02,-2040.522,['BON'],BON
2001-03-05,-2004.522,['BON'],BON
2001-03-06,-1824.522,['BON'],BON
2001-03-07,-1716.522,['BON'],BON
2001-03-08,-708.522,['BON'],BON
2001-03-09,-852.522,['BON'],BON
2001-03-12,-996.522,['BON'],BON
2001-03-13,-564.522,['BON'],BON
2001-03-14,-1392.522,['BON'],BON
2001-03-15,-1824.522,['BON'],BON
2001-03-16,-1803.327,['BON'],BON
2001-03-19,-1803.327,[],
2001-03-20,-1862.307,['BON'],BON
2001-03-21,-1855.248,['BON'],BON
2001-03-22,-2286.195,['BON'],BON
2001-03-23,-2264.847,['BON'],BON
2001-03-26,-2264.847,[],
2001-03-27,-2264.847,[],
2001-03-28,-2341.818,['BON'],BON
2001-03-29,-2442.753,['BON'],BON
2001-03-30,-2344.629,['BON'],BON
2001-04-02,-2344.629,[],
2001-04-03,-2344.629,[],
2001-04-04,-2344.629,[],
2001-04-05,-2344.629,[],
2001-04-06,-2344.629,[],
2001-04-09,-2344.629,[],
2001-04-10,-2344.629,[],
2001-04-11,-2344.629,[],
2001-04-12,-2344.629,[],
2001-04-16,-2344.629,[],
2001-04-17,-2344.629,[],
2001-04-18,-2344.629,[],
2001-04-19,-2344.629,[],
2001-04-20,-2344.629,[],
2001-04-23,-2344.629,[],
2001-04-24,-2344.629,[],
2001-04-25,-2344.629,[],
2001-04-26,-2344.629,[],
2001-04-27,-2344.629,[],
2001-04-30,-2344.629,[],
2001-05-01,-2344.629,[],
2001-05-02,-2344.629,[],
2001-05-03,-2344.629,[],
2001-05-04,-2344.629,[],
2001-05-07,-2344.629,[],
2001-05-08,-2344.629,[],
2001-05-09,-2344.629,[],
2001-05-10,-2344.629,[],
2001-05-11,-2344.629,[],
2001-05-14,-2344.629,[],
2001-05-15,-2344.629,[],
2001-05-16,-2344.629,[],
2001-05-17,-2344.629,[],
2001-05-18,-2344.629,[],
2001-05-21,-2344.629,[],
2001-05-22,-2344.629,[],
2001-05-23,-2344.629,[],
2001-05-24,-2344.629,[],
2001-05-25,-2344.629,[],
2001-05-29,-2344.629,[],
2001-05-30,-2344.629,[],
2001-05-31,-2344.629,[],
2001-06-01,-2344.629,[],
2001-06-04,-2344.629,[],
2001-06-05,-2397.129,['BON'],BON
2001-06-06,-2293.587,['BON'],BON
2001-06-07,-2064.099,['BON'],BON
2001-06-08,-2208.099,['BON'],BON
2001-06-11,-444.099,['BON'],BON
2001-06-12,-660.099,['BON'],BON
2001-06-13,-948.099,['BON'],BON
2001-06-14,-1884.099,['BON'],BON
2001-06-15,-1861.779,['BON'],BON
2001-06-18,-1861.779,[],
2001-06-19,-1861.779,[],
2001-06-20,-1861.779,[],
2001-06-21,-1861.779,[],
2001-06-22,-1861.779,[],
2001-06-25,-1861.779,[],
2001-06-26,-1861.779,[],
2001-06-27,-1861.779,[],
2001-06-28,-1861.779,[],
2001-06-29,-1861.779,[],
2001-07-02,-1861.779,[],
2001-07-03,-1825.029,['BON'],BON
2001-07-05,-1650.39,['BON'],BON
2001-07-06,-1709.76,['BON'],BON
2001-07-09,-377.76,['BON'],BON
2001-07-10,-89.76,['BON'],BON
2001-07-11,1422.24,['BON'],BON
2001-07-12,5490.24,['BON'],BON
2001-07-13,5490.24,['BON'],BON
2001-07-16,4446.24,['BON'],BON
2001-07-17,6570.24,['BON'],BON
2001-07-18,3870.24,['BON'],BON
2001-07-19,3906.24,['BON'],BON
2001-07-20,1098.24,['BON'],BON
2001-07-23,1567.23,['BON'],BON
2001-07-24,1567.23,[],
2001-07-25,1567.23,[],
2001-07-26,1567.23,[],
2001-07-27,1615.392,['BON'],BON
2001-07-30,1759.512,['BON'],BON
2001-07-31,2671.611,['BON'],BON
2001-08-01,1843.611,['BON'],BON
2001-08-02,367.611,['BON'],BON
2001-08-03,-1288.389,['BON'],BON
2001-08-06,-945.759,['BON'],BON
2001-08-07,-945.759,[],
2001-08-08,-939.774,['BON'],BON
2001-08-09,-1143.774,['BON'],BON
2001-08-10,-735.825,['BON'],BON
2001-08-13,524.175,['BON'],BON
2001-08-14,-843.825,['BON'],BON
2001-08-15,-1203.825,['BON'],BON
2001-08-16,-2283.825,['BON'],BON
2001-08-17,-2427.555,['BON'],BON
2001-08-20,-2427.555,[],
2001-08-21,-2427.555,[],
2001-08-22,-2427.555,[],
2001-08-23,-2427.555,[],
2001-08-24,-2427.555,[],
2001-08-27,-2427.555,[],
2001-08-28,-2427.555,[],
2001-08-29,-2427.555,[],
2001-08-30,-2427.555,[],
2001-08-31,-2427.555,[],
2001-09-04,-2427.555,[],
2001-09-05,-2427.555,[],
2001-09-06,-2427.555,[],
2001-09-07,-2427.555,[],
2001-09-10,-2427.555,[],
2001-09-11,-2427.555,[],
2001-09-14,-2427.555,[],
2001-09-17,-2427.555,[],
2001-09-18,-2427.555,[],
2001-09-19,-2427.555,[],
2001-09-20,-2427.555,[],
2001-09-21,-2427.555,[],
2001-09-24,-2427.555,[],
2001-09-25,-2427.555,[],
2001-09-26,-2427.555,[],
2001-09-27,-2427.555,[],
2001-09-28,-2427.555,[],
2001-10-01,-2427.555,[],
2001-10-02,-2427.555,[],
2001-10-03,-2427.555,[],
2001-10-04,-2427.555,[],
2001-10-05,-2427.555,[],
2001-10-08,-2427.555,[],
2001-10-09,-2427.555,[],
2001-10-10,-2427.555,[],
2001-10-11,-2427.555,[],
2001-10-12,-2427.555,[],
2001-10-15,-2427.555,[],
2001-10-16,-2427.555,[],
2001-10-17,-2427.555,[],
2001-10-18,-2427.555,[],
2001-10-19,-2427.555,[],
2001-10-22,-2427.555,[],
2001-10-23,-2427.555,[],
2001-10-24,-2427.555,[],
2001-10-25,-2427.555,[],
2001-10-26,-2427.555,[],
2001-10-29,-2427.555,[],
2001-10-30,-2427.555,[],
2001-10-31,-2427.555,[],
2001-11-01,-2427.555,[],
2001-11-02,-2427.555,[],
2001-11-05,-2427.555,[],
2001-11-06,-2642.676,['BON'],BON
2001-11-07,-2755.746,['BON'],BON
2001-11-08,-3054.801,['BON'],BON
2001-11-09,-2370.801,['BON'],BON
2001-11-12,-1578.801,['BON'],BON
2001-11-13,-1046.675,"['BON', 'CTZ']","BON, CTZ"
2001-11-14,-1035.4875,"['BON', 'CTZ']","BON, CTZ"
2001-11-15,-2334.801,['BON'],BON
2001-11-16,-864.075,"['BON', 'CTZ']","BON, CTZ"
2001-11-19,-1312.6625,"['BON', 'CTZ']","BON, CTZ"
2001-11-20,-1631.1375,"['BON', 'CTZ']","BON, CTZ"
2001-11-21,-1631.1375,"['BON', 'CTZ']","BON, CTZ"
2001-11-23,-1631.1375,"['BON', 'CTZ']","BON, CTZ"
2001-11-26,-1751.1375,"['BON', 'CTZ']","BON, CTZ"
2001-11-27,-1091.1375,"['BON', 'CTZ']","BON, CTZ"
2001-11-28,4248.8625,"['BON', 'CTZ']","BON, CTZ"
2001-11-29,7008.8625,['CTZ'],CTZ
2001-11-30,8808.8625,['CTZ'],CTZ
2001-12-03,15828.8625,"['BON', 'CTZ']","BON, CTZ"
2001-12-04,12678.8625,"['BON', 'CTZ']","BON, CTZ"
2001-12-05,12797.1375,"['BON', 'CTZ']","BON, CTZ"
2001-12-06,-5509.011,['BON'],BON
2001-12-07,12366.2,"['BON', 'CTZ']","BON, CTZ"
2001-12-10,11700.6,"['BON', 'CTZ']","BON, CTZ"
2001-12-11,12279.3,"['BON', 'CTZ']","BON, CTZ"
2001-12-12,11843.6125,"['BON', 'CTZ']","BON, CTZ"
2001-12-13,11383.3625,['CTZ'],CTZ
2001-12-14,-7323.951,[],
2001-12-17,-7323.951,[],
2001-12-18,-7323.951,[],
2001-12-19,-7323.951,[],
2001-12-20,-7323.951,[],
2001-12-21,-7323.951,[],
2001-12-24,-7323.951,[],
2001-12-26,-7323.951,[],
2001-12-27,-7323.951,[],
2001-12-28,-7323.951,[],
2001-12-31,-7323.951,[],
2002-01-02,-7323.951,[],
2002-01-03,-7323.951,[],
2002-01-04,-7323.951,[],
2002-01-07,-7323.951,[],
2002-01-08,-7323.951,[],
2002-01-09,-7323.951,[],
2002-01-10,-7532.976,['BON'],BON
2002-01-11,-7363.986,['BON'],BON
2002-01-14,-7363.986,[],
2002-01-15,-7363.986,[],
2002-01-16,-7363.986,[],
2002-01-17,-7363.986,[],
2002-01-18,-7363.986,[],
2002-01-22,-7363.986,[],
2002-01-23,-7363.986,[],
2002-01-24,-7363.986,[],
2002-01-25,-7363.986,[],
2002-01-28,-7363.986,[],
2002-01-29,-7363.986,[],
2002-01-30,-7363.986,[],
2002-01-31,-7363.986,[],
2002-02-01,-7363.986,[],
2002-02-04,-7363.986,[],
2002-02-05,-7363.986,[],
2002-02-06,-7363.986,[],
2002-02-07,-7363.986,[],
2002-02-08,-7363.986,[],
2002-02-11,-7363.986,[],
2002-02-12,-7363.986,[],
2002-02-13,-7363.986,[],
2002-02-14,-7363.986,[],
2002-02-15,-7363.986,[],
2002-02-19,-7363.986,[],
2002-02-20,-7308.87,['BON'],BON
2002-02-21,-7457.766,['BON'],BON
2002-02-22,-7630.656,['BON'],BON
2002-02-25,-7630.656,['BON'],BON
2002-02-26,-8206.656,['BON'],BON
2002-02-27,-8203.065,['BON'],BON
2002-02-28,-8203.065,[],
2002-03-01,-8203.065,[],
2002-03-04,-8261.925,['BON'],BON
2002-03-05,-7978.776,['BON'],BON
2002-03-06,-7953.666,['BON'],BON
2002-03-07,-7197.666,['BON'],BON
2002-03-08,-6909.666,['BON'],BON
2002-03-11,-6765.666,['BON'],BON
2002-03-12,-6333.666,['BON'],BON
2002-03-13,-6657.666,['BON'],BON
2002-03-14,-5289.666,['BON'],BON
2002-03-15,-4569.666,['BON'],BON
2002-03-18,-6909.666,['BON'],BON
2002-03-19,-6942.651,['BON'],BON
2002-03-20,-6942.651,[],
2002-03-21,-6942.651,[],
2002-03-22,-6942.651,[],
2002-03-25,-6942.651,[],
2002-03-26,-6942.651,[],
2002-03-27,-6942.651,[],
2002-03-28,-6942.651,[],
2002-04-01,-6839.655,['BON'],BON
2002-04-02,-7036.731,['BON'],BON
2002-04-03,-7437.741,['BON'],BON
2002-04-04,-7488.573,['BON'],BON
2002-04-05,-7265.547,['BON'],BON
2002-04-08,-7642.635,['BON'],BON
2002-04-09,-7743.651,['BON'],BON
2002-04-10,-7614.681,['BON'],BON
2002-04-11,-7607.703,['BON'],BON
2002-04-12,-7504.731,['BON'],BON
2002-04-15,-7917.774,['BON'],BON
2002-04-16,-7932.723,['BON'],BON
2002-04-17,-7745.751,['BON'],BON
2002-04-18,-7918.875,['BON'],BON
2002-04-19,-7467.945,['BON'],BON
2002-04-22,-7467.945,['BON'],BON
2002-04-23,-7755.945,['BON'],BON
2002-04-24,-7251.945,['BON'],BON
2002-04-25,-8619.945,['BON'],BON
2002-04-26,-8671.101,['BON'],BON
2002-04-29,-8671.101,[],
2002-04-30,-8671.101,[],
2002-05-01,-8671.101,[],
2002-05-02,-8671.101,[],
2002-05-03,-8671.101,[],
2002-05-06,-8671.101,[],
2002-05-07,-8671.101,[],
2002-05-08,-8671.101,[],
2002-05-09,-8671.101,[],
2002-05-10,-8671.101,[],
2002-05-13,-8671.101,[],
2002-05-14,-8820.18,['BON'],BON
2002-05-15,-8663.19,['BON'],BON
2002-05-16,-8482.236,['BON'],BON
2002-05-17,-7978.236,['BON'],BON
2002-05-20,-6466.236,['BON'],BON
2002-05-21,-6646.236,['BON'],BON
2002-05-22,-5530.236,['BON'],BON
2002-05-23,-5098.236,['BON'],BON
2002-05-24,-5710.236,['BON'],BON
2002-05-28,-3694.236,['BON'],BON
2002-05-29,-4414.236,['BON'],BON
2002-05-30,-4162.236,['BON'],BON
2002-05-31,-2146.236,['BON'],BON
2002-06-03,-3118.236,['BON'],BON
2002-06-04,-2470.236,['BON'],BON
2002-06-05,11422.6625,"['BON', 'CTZ']","BON, CTZ"
2002-06-06,11717.035,"['BON', 'CTZ']","BON, CTZ"
2002-06-07,12256.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-10,11236.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-11,12436.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-12,15226.385,['CTZ'],CTZ
2002-06-13,13936.385,['CTZ'],CTZ
2002-06-14,12076.385,['CTZ'],CTZ
2002-06-17,14506.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-18,13786.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-19,15256.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-20,24256.385,['CTZ'],CTZ
2002-06-21,23836.385,['CTZ'],CTZ
2002-06-24,24706.385,['CTZ'],CTZ
2002-06-25,25876.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-26,25636.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-27,23026.385,"['BON', 'CTZ']","BON, CTZ"
2002-06-28,31126.385,"['BON', 'CTZ']","BON, CTZ"
2002-07-01,25666.385,"['BON', 'BON', 'CTZ']","BON, BON, CTZ"
2002-07-02,26986.385,"['BON', 'CTZ']","BON, CTZ"
2002-07-03,29206.385,"['BON', 'CTZ']","BON, CTZ"
2002-07-05,29206.385,['CTZ'],CTZ
2002-07-08,24736.385,['CTZ'],CTZ
2002-07-09,24281.045,"['BON', 'CTZ']","BON, CTZ"
2002-07-10,24808.92,"['BON', 'CTZ']","BON, CTZ"
2002-07-11,23406.745,"['BON', 'CTZ']","BON, CTZ"
2002-07-12,23482.82,"['BON', 'CTZ']","BON, CTZ"
2002-07-15,-1003.629,['BON'],BON
2002-07-16,-1219.629,['BON'],BON
2002-07-17,-2659.629,['BON'],BON
2002-07-18,-2227.629,['BON'],BON
2002-07-19,23540.67,"['BON', 'CTZ']","BON, CTZ"
2002-07-22,23978.54,"['BON', 'CTZ']","BON, CTZ"
2002-07-23,22316.315,"['BON', 'CTZ']","BON, CTZ"
2002-07-24,21176.315,"['BON', 'CTZ']","BON, CTZ"
2002-07-25,19731.365,"['BON', 'CTZ']","BON, CTZ"
2002-07-26,-3127.629,['BON'],BON
2002-07-29,-3595.494,['BON'],BON
2002-07-30,-3595.494,[],
2002-07-31,-3703.689,['BON'],BON
2002-08-01,-3667.914,['BON'],BON
2002-08-02,-3482.085,['BON'],BON
2002-08-05,-4490.085,['BON'],BON
2002-08-06,-5066.085,['BON'],BON
2002-08-07,-5012.382,['BON'],BON
2002-08-08,-5012.382,[],
2002-08-09,-5012.382,[],
2002-08-12,-5012.382,[],
2002-08-13,-4910.541,['BON'],BON
2002-08-14,-4682.805,['BON'],BON
2002-08-15,-4629.189,['BON'],BON
2002-08-16,-5133.189,['BON'],BON
2002-08-19,-5961.189,['BON'],BON
2002-08-20,-6789.189,['BON'],BON
2002-08-21,-6753.684,['BON'],BON
2002-08-22,-6765.933,['BON'],BON
2002-08-23,-6742.182,['BON'],BON
2002-08-26,-6820.446,['BON'],BON
2002-08-27,-7396.446,['BON'],BON
2002-08-28,-7343.076,['BON'],BON
2002-08-29,-7343.076,[],
2002-08-30,-7343.076,[],
2002-09-03,-7565.331,['BON'],BON
2002-09-04,-7535.496,['BON'],BON
2002-09-05,-7535.496,[],
2002-09-06,-7535.496,[],
2002-09-09,-7535.496,[],
2002-09-10,-7583.736,['BON'],BON
2002-09-11,-7427.964,['BON'],BON
2002-09-12,-7554.189,['BON'],BON
2002-09-13,-8418.189,['BON'],BON
2002-09-16,-8940.414,['BON'],BON
2002-09-17,-8940.414,[],
2002-09-18,-8940.414,[],
2002-09-19,-8940.414,[],
2002-09-20,-8940.414,[],
2002-09-23,-8940.414,[],
2002-09-24,-8940.414,[],
2002-09-25,-8940.414,[],
2002-09-26,-8940.414,[],
2002-09-27,-8940.414,[],
2002-09-30,-8940.414,[],
2002-10-01,-8940.414,[],
2002-10-02,-8940.414,[],
2002-10-03,-8940.414,[],
2002-10-04,-8940.414,[],
2002-10-07,-8940.414,[],
2002-10-08,-8940.414,[],
2002-10-09,-8940.414,[],
2002-10-10,-8940.414,[],
2002-10-11,-8940.414,[],
2002-10-14,-8940.414,[],
2002-10-15,-8940.414,[],
2002-10-16,-8940.414,[],
2002-10-17,-8940.414,[],
2002-10-18,-8940.414,[],
2002-10-21,-8940.414,[],
2002-10-22,-8976.513,['BON'],BON
2002-10-23,-8688.678,['BON'],BON
2002-10-24,-8322.888,['BON'],BON
2002-10-25,-8394.888,['BON'],BON
2002-10-28,-9546.888,['BON'],BON
2002-10-29,-7638.888,['BON'],BON
2002-10-30,-8070.888,['BON'],BON
2002-10-31,-6090.888,['BON'],BON
2002-11-01,-5802.888,['BON'],BON
2002-11-04,-4902.888,['BON'],BON
2002-11-05,-5838.888,['BON'],BON
2002-11-06,-5118.888,['BON'],BON
2002-11-07,-5550.888,['BON'],BON
2002-11-08,-6738.888,['BON'],BON
2002-11-11,-6758.076,['BON'],BON
2002-11-12,-6872.631,['BON'],BON
2002-11-13,-6639.066,['BON'],BON
2002-11-14,-6639.591,['BON'],BON
2002-11-15,-7107.591,['BON'],BON
2002-11-18,-7791.591,['BON'],BON
2002-11-19,-7792.896,['BON'],BON
2002-11-20,-7841.415,['BON'],BON
2002-11-21,-8147.895,['BON'],BON
2002-11-22,-8304.651,['BON'],BON
2002-11-25,-8304.651,[],
2002-11-26,-8304.651,[],
2002-11-27,-8304.651,[],
2002-11-29,-8269.191,['BON'],BON
2002-12-02,-8665.815,['BON'],BON
2002-12-03,-9482.265,['BON'],BON
2002-12-04,-9411.345,['BON'],BON
2002-12-05,-9411.345,[],
2002-12-06,-9411.345,[],
2002-12-09,-9411.345,[],
2002-12-10,-9411.345,[],
2002-12-11,-9411.345,[],
2002-12-12,-9411.345,[],
2002-12-13,-9411.345,[],
2002-12-16,-9411.345,[],
2002-12-17,-9411.345,[],
2002-12-18,-9411.345,[],
2002-12-19,-9411.345,[],
2002-12-20,-9411.345,[],
2002-12-23,-9411.345,[],
2002-12-26,-9411.345,[],
2002-12-27,-9411.345,[],
2002-12-30,-9411.345,[],
2002-12-31,-9411.345,[],
2003-01-02,-9411.345,[],
2003-01-03,-9411.345,[],
2003-01-06,-9411.345,[],
2003-01-07,-9411.345,[],
2003-01-08,-9411.345,[],
2003-01-09,-9411.345,[],
2003-01-10,-9411.345,[],
2003-01-13,-9411.345,[],
2003-01-14,-9411.345,[],
2003-01-15,-9411.345,[],
2003-01-16,-9411.345,[],
2003-01-17,-9411.345,[],
2003-01-21,-9411.345,[],
2003-01-22,-9411.345,[],
2003-01-23,-9411.345,[],
2003-01-24,-9411.345,[],
2003-01-27,-9411.345,[],
2003-01-28,-9411.345,[],
2003-01-29,-9411.345,[],
2003-01-30,-9411.345,[],
2003-01-31,-9411.345,[],
2003-02-03,-9411.345,[],
2003-02-04,-9411.345,[],
2003-02-05,-9411.345,[],
2003-02-06,-9411.345,[],
2003-02-07,-9411.345,[],
2003-02-10,-9411.345,[],
2003-02-11,-9411.345,[],
2003-02-12,-9411.345,[],
2003-02-13,-9411.345,[],
2003-02-14,-9411.345,[],
2003-02-18,-9411.345,[],
2003-02-19,-9411.345,[],
2003-02-20,-9411.345,[],
2003-02-21,-9411.345,[],
2003-02-24,-9597.6,['BON'],BON
2003-02-25,-9633.75,['BON'],BON
2003-02-26,-9627.975,['BON'],BON
2003-02-27,-9364.221,['BON'],BON
2003-02-28,-9346.515,['BON'],BON
2003-03-03,-9994.515,['BON'],BON
2003-03-04,-10354.515,['BON'],BON
2003-03-05,-10517.109,['BON'],BON
2003-03-06,-10517.109,[],
2003-03-07,-10517.109,[],
2003-03-10,-10517.109,[],
2003-03-11,-10517.109,[],
2003-03-12,-10517.109,[],
2003-03-13,-10517.109,[],
2003-03-14,-10517.109,[],
2003-03-17,-10517.109,[],
2003-03-18,-10517.109,[],
2003-03-19,-10517.109,[],
2003-03-20,-10517.109,[],
2003-03-21,-10517.109,[],
2003-03-24,-10517.109,[],
2003-03-25,-10517.109,[],
2003-03-26,-10517.109,[],
2003-03-27,-10517.109,[],
2003-03-28,-10517.109,[],
2003-03-31,-10517.109,[],
2003-04-01,-10517.109,[],
2003-04-02,-10517.109,[],
2003-04-03,-10517.109,[],
2003-04-04,-10517.109,[],
2003-04-07,-10517.109,[],
2003-04-08,-10421.808,['BON'],BON
2003-04-09,-10512.528,['BON'],BON
2003-04-10,-10579.272,['BON'],BON
2003-04-11,-11623.272,['BON'],BON
2003-04-14,-11623.272,['BON'],BON
2003-04-15,-11695.272,['BON'],BON
2003-04-16,-11983.272,['BON'],BON
2003-04-17,-11985.072,['BON'],BON
2003-04-21,-12225.72,['BON'],BON
2003-04-22,-12244.245,['BON'],BON
2003-04-23,-12244.245,[],
2003-04-24,-12244.245,[],
2003-04-25,-12244.245,[],
2003-04-28,-12244.245,[],
2003-04-29,-12244.245,[],
2003-04-30,-12244.245,[],
2003-05-01,-12244.245,[],
2003-05-02,-12244.245,[],
2003-05-05,-12244.245,[],
2003-05-06,-12244.245,[],
2003-05-07,-12244.245,[],
2003-05-08,-12244.245,[],
2003-05-09,-12244.245,[],
2003-05-12,-12244.245,[],
2003-05-13,-12173.064,['BON'],BON
2003-05-14,-11657.907,['BON'],BON
2003-05-15,-10878.882,['BON'],BON
2003-05-16,-11634.882,['BON'],BON
